,date,daily_return
0,2020-12-01,0.0
1,2020-12-02,0.01793522816030567
2,2020-12-03,0.012688833153552551
3,2020-12-04,-0.07868622724173883
4,2020-12-05,0.04029530520156349
5,2020-12-06,0.007212260341584705
6,2020-12-07,-0.015114886012081979
7,2020-12-08,-0.06964782437020234
8,2020-12-09,0.040757231766394064
9,2020-12-10,-0.03134976753234397
10,2020-12-11,-0.028505797931944098
11,2020-12-12,0.04490070073198275
12,2020-12-13,0.05247031232370203
13,2020-12-14,0.0029941996921521883
14,2020-12-15,-0.007572590599864603
15,2020-12-16,0.09866638363394808
16,2020-12-17,0.022556781777634982
17,2020-12-18,0.026201769557141704
18,2020-12-19,0.03697400311880454
19,2020-12-20,-0.019382929739395684
20,2020-12-21,-0.054795815743541657
21,2020-12-22,0.034959483415564735
22,2020-12-23,-0.10166522057007504
23,2020-12-24,0.09621984859304562
24,2020-12-25,0.03524304069099592
25,2020-12-26,0.014923452200022804
26,2020-12-27,0.0058463721723096
27,2020-12-28,0.04459667004446466
28,2020-12-29,0.015712988736886577
29,2020-12-30,-0.0002663846244387383
30,2020-12-31,-0.01895945884949539
31,2021-01-01,0.009027640804247665
32,2021-01-02,0.04054818959305882
33,2021-01-03,0.12110968777365533
34,2021-01-04,0.046366368672341146
35,2021-01-05,0.0743770861322545
36,2021-01-06,0.20692900279866644
37,2021-01-07,0.0018251756849619431
38,2021-01-08,-0.0003332617135349365
39,2021-01-09,0.029188761381852394
40,2021-01-10,-0.04412833011008849
41,2021-01-11,-0.10879949039586867
42,2021-01-12,-0.017329663194869935
43,2021-01-13,0.08596909277807839
44,2021-01-14,0.03581763566124692
45,2021-01-15,-0.04448721648681235
46,2021-01-16,0.03276251565190181
47,2021-01-17,0.01866960784389979
48,2021-01-18,0.01833170788499051
49,2021-01-19,0.0030281074560244018
50,2021-01-20,-0.009099796221697484
51,2021-01-21,-0.14012354734798896
52,2021-01-22,0.07504406701235358
53,2021-01-23,-0.006953014505762143
54,2021-01-24,0.038378294022376955
55,2021-01-25,-0.023377293651427523
56,2021-01-26,0.002070496789256193
57,2021-01-27,-0.06815733792685316
58,2021-01-28,0.10196498846959316
59,2021-01-29,0.017220368285267885
60,2021-01-30,0.02694328990364834
61,2021-01-31,-0.036306278534772085
62,2021-02-01,0.06549297059889903
63,2021-02-02,0.056446004598925105
64,2021-02-03,0.05516504567775503
65,2021-02-04,-0.01879711412382149
66,2021-02-05,0.10179028428505996
67,2021-02-06,0.04120744161836208
68,2021-02-07,-0.017458817879285365
69,2021-02-08,0.1084374351505202
70,2021-02-09,0.08816689925435053
71,2021-02-10,0.058452241820350845
72,2021-02-11,0.029490809124429262
73,2021-02-12,0.06692237710511112
74,2021-02-13,0.027953094211298032
75,2021-02-14,-0.018526319113374046
76,2021-02-15,-0.02837017344807593
77,2021-02-16,0.006375172375331873
78,2021-02-17,0.09672853462374696
79,2021-02-18,0.03669142623472363
80,2021-02-19,0.1624065719898853
81,2021-02-20,-0.04807761586746724
82,2021-02-21,0.03639956923754549
83,2021-02-22,-0.06996136806877425
84,2021-02-23,-0.1350666259834459
85,2021-02-24,0.050512113149641574
86,2021-02-25,-0.054696685357578476
87,2021-02-26,-0.005534217563902363
88,2021-02-27,0.029633296959168734
89,2021-02-28,-0.046128934505918345
90,2021-03-01,0.09982092005946717
91,2021-03-02,-0.02973445048102731
92,2021-03-03,0.03170734918847343
93,2021-03-04,-0.03692257200056181
94,2021-03-05,-0.0027365265723671276
95,2021-03-06,0.013715883949847735
96,2021-03-07,0.0400103864411538
97,2021-03-08,0.018284250406050924
98,2021-03-09,0.0766096345329164
99,2021-03-10,-0.027525237014062356
100,2021-03-11,0.013588129905779133
101,2021-03-12,-0.01919337045532662
102,2021-03-13,0.05639920549755814
103,2021-03-14,-0.04008211205667094
104,2021-03-15,-0.04067240784929782
105,2021-03-16,0.025726528151919906
106,2021-03-17,0.03333529100392206
107,2021-03-18,-0.028202770730546587
108,2021-03-19,0.01119787778989808
109,2021-03-20,0.0035554877155451513
110,2021-03-21,-0.015555861246591175
111,2021-03-22,-0.043344914088923
112,2021-03-23,0.0017734856008908286
113,2021-03-24,-0.04756858837146015
114,2021-03-25,-0.019216110280694802
115,2021-03-26,0.07102474859061547
116,2021-03-27,0.011649873581558808
117,2021-03-28,0.005383361264324292
118,2021-03-29,0.03844722717789486
119,2021-03-30,0.03281714936535474
120,2021-03-31,0.0036177598415632235
121,2021-04-01,0.04253194202857587
122,2021-04-02,0.03345395024853257
123,2021-04-03,-0.051568841663968565
124,2021-04-04,0.042479165755970716
125,2021-04-05,0.0696183532009419
126,2021-04-06,0.034857722732346795
127,2021-04-07,-0.0756904605254034
128,2021-04-08,0.06245466615537554
129,2021-04-09,0.001317594523795147
130,2021-04-10,0.07676608344787667
131,2021-04-11,0.03419870192112781
132,2021-04-12,0.019982571607400884
133,2021-04-13,0.052402206116912764
134,2021-04-14,0.015592832876387998
135,2021-04-15,0.011719299213698988
136,2021-04-16,-0.01814427330173004
137,2021-04-17,-0.014952170857988974
138,2021-04-18,-0.07808922490328854
139,2021-04-19,-0.024889914551926545
140,2021-04-20,0.05995245780799676
141,2021-04-21,-0.03610341151390134
142,2021-04-22,-0.041321018620384634
143,2021-04-23,-0.005818346763678209
144,2021-04-24,-0.0528117583140125
145,2021-04-25,0.002266852136768316
146,2021-04-26,0.107452042207327
147,2021-04-27,0.04716272207780295
148,2021-04-28,-0.0005273644978509425
149,2021-04-29,0.003070843614519375
150,2021-04-30,0.051245120144949134
